address,zip code,INCENTIVE AMOUNT,grant,company
347 W CHESTNUT ST 18TH 1810,60610,"-10,713.91",10713.91114,DIANNE S. HOWARD
2464 S LAFLIN ST,60608,"-10,716",10715.85919,"ALLIED WASTE TRANSPORTATION, INC"
5060 N SHERIDAN RD 1ST,60640,"-10,718",10717.80724,SHAN FOOD CORPORATION
2400 S LOOMIS ST,60608,"-10,719.76",10719.75529,"ALLIED WASTE TRANSPORTATION, INC"
1344 E 67TH ST 1,60637,"-10,722",10721.70334,1344 EAST 67TH STREET CORP.
1601 W LAWRENCE AVE,60640,"-10,723.65",10723.65139,DELTA MOBILE INC.
226 W CHICAGO AVE 1ST,60654,"-10,726",10725.59944,GOOD MEASURE LLC
1948 W CHICAGO AVE 1,60622,"-10,728",10727.54749,"NEVERHART, LLC"
10829 S WESTERN AVE,60643,"-10,729",10729.49554,THE NURSE AGENCY INC
980 N MICHIGAN AVE 12 1290,60611,"-10,731",10731.44359,"NETWORK CONSULTING, INC."
5554 W BELMONT AVE STORE FRONT,60641,"-10,733.39",10733.39164,Belmont Hair Care LLC
4109 W NORTH AVE 1ST,60639,"-10,735.34",10735.33969,LA CAVANA GRILL CORP.
4558 N BROADWAY  GROUND,60640,"-10,737",10737.28774,ALHAJA M IBRAHIM
5038 N SHERIDAN RD,60640,"-10,739",10739.23579,NEW SAMS FOODMART INC.
4507 N RAVENSWOOD AVE  105,60640,-10741.18384,10741.18384,THREE COMMUNICATION DESIGN
10546 S WESTERN AVE  1,60643,"-10,743.13",10743.13189,T R COMMUNICATIONS INC
10931 S WESTERN AVE,60643,"-10,745",10745.07994,ELSIE M BLACKWOOD
4037 W 26TH ST 1,60623,"-10,747",10747.02799,"MVW TAX SERVICE, CORP"
4603 N LINCOLN AVE,60625,"-10,749",10748.97605,ARMANDO E. ARIAS
1743 W LAWRENCE AVE  1,60640,"-10,751",10750.9241,"ROYAL FOOD, INC"
1142 W ARGYLE ST 1ST,60640,"-10,752.87",10752.87215,VINH HOA INCORPORATED
234 E MARQUETTE RD,60637,"-10,754.82",10754.8202,QUAM-NICHOLS CO
10209 S WESTERN AVE,60643,"-10,756.77",10756.76825,PATTON MOTOR SERVICE INC
226 W CHICAGO AVE 1ST,60654,"-10,759",10758.7163,GOOD MEASURE LLC
1930 W FOSTER AVE 1ST,60640,"-10,761",10760.66435,DK'S CORPORATION
4109 W NORTH AVE 1ST,60639,"-10,762.61",10762.6124,LA CAVANA GRILL CORP.
1930 W FOSTER AVE 1ST,60640,"-10,765",10764.56045,DK'S CORPORATION
1601 W LAWRENCE AVE,60640,"-10,767",10766.5085,DELTA MOBILE INC.
1233 N WELLS ST 1ST FL,60610,"-10,768",10768.45655,"OLD TOWN MARKET, LLC"
4631 S KEDZIE AVE,60632,"-10,770",10770.4046,CAFE EL MESON INCORPORATED
4533 N SHERIDAN RD,60640,"-10,772.35",10772.35265,"NASER FOOD, INC."
3023 E 83RD ST 1,60617,"-10,774.30",10774.3007,LS41 CAFE INC.
5554 N WINTHROP AVE,60640,"-10,776",10776.24875,WALL TO WALL FRAMING COMPANY
2349 S WENTWORTH AVE 1ST,60616,"-10,778",10778.1968,"CRYSTAL WONG O.D., P.C."
4401 - 4413 W 55TH ST 1ST,60632,"-10,780",10780.14485,MIDWAY 55TH INC.
5026 - 5032 N SHERIDAN RD,60640,"-10,782",10782.0929,PPF SS 5026 NORTH SHERIDAN ROAD LLC
6010 N NORTHWEST HWY 1ST,60631,"-10,784.04",10784.04095,ORI BROTHERS FLOORING INC
1233 N WELLS ST 1ST FL,60610,"-10,785.99",10785.989,"OLD TOWN MARKET, LLC"
2622 W PETERSON AVE 1 4,60659,"-10,788",10787.93705,God Gift Health Care LLC
3503 W 63RD ST 1ST FLOOR,60629,"-10,789.89",10789.88511,"WINGS Program, Inc."
1233 N WELLS ST 1ST FL,60610,"-10,791.83",10791.83316,"OLD TOWN MARKET, LLC"
1233 N WELLS ST 1ST FL,60610,"-10,794",10793.78121,"OLD TOWN MARKET, LLC"
3023 E 83RD ST 1,60617,"-10,795.73",10795.72926,LS41 CAFE INC.
2509 W FULLERTON AVE 1ST,60647,"-10,798",10797.67731,RIDE-CHICAGO INC.
30 E JACKSON BLVD,60604,"-10,800",10799.62536,"KP GROUP, INC"
10350 S WESTERN AVE,60643,"-10,802",10801.57341,"GORDON LOUNGE, INC"
4820 N SHERIDAN RD 1ST,60640,"-10,804",10803.52146,YOUNG  O LEE
1508 E 67TH ST,60637,"-10,805",10805.46951,"T.S.F.G. OF CHICAGO, INC."
30 E JACKSON BLVD,60604,"-10,807",10807.41756,"KP GROUP, INC"
4345 W NORTH AVE,60639,"-10,809",10809.36561,EFRAIN GUIJOSA
7827 S CLAREMONT AVE 1ST,60620,"-10,811.31",10811.31366,ACE SUPPLY CORP.
4401 - 4413 W 55TH ST 1ST,60632,"-10,813.26",10813.26171,MIDWAY 55TH INC.
10333 S WESTERN AVE,60643,"-10,815",10815.20976,BRACH AUTO CENTER INC
4557 N RAVENSWOOD AVE 1,60640,"-10,817",10817.15781,4555 N RAVENSWOOD INC.
1233 N WELLS ST 1ST FL,60610,"-10,819",10819.10586,"OLD TOWN MARKET, LLC"
2417-2429 N CICERO AVE,60639,"-10,821",10821.05391,REGIONAL AUTO GROUP INC.
10350 S WESTERN AVE,60643,"-10,823",10823.00196,"GORDON LOUNGE, INC"
4557 N RAVENSWOOD AVE 1,60640,"-10,825",10824.95001,4555 N RAVENSWOOD INC.
6401 N CENTRAL AVE,60646,"-10,827",10826.89806,"Bottles and Cans Too, L.L.C"
4250 N PULASKI RD 1,60641,"-10,828.85",10828.84612,"153 HEATING & POWER, INC."
4046 S ARCHER AVE,60632,"-10,831",10830.79417,juan millan
5156 N BROADWAY  1ST,60640,"-10,833",10832.74222,"DIKUJE GROUP, INC."
1040 W ARGYLE ST 1ST,60640,"-10,834.69",10834.69027,"MARKAT ENTERPRISES, INC."
1449 E 57TH ST,60637,"-10,836.64",10836.63832,DIPANVIR INC.
1538 N CLYBOURN AVE FIRST FLOOR A105,60610,"-10,839",10838.58637,TECATITLAN INC.
5401 N CLARK ST,60640,"-10,841",10840.53442,DAN MCCAULEY
1138 W ARGYLE ST,60640,"-10,842",10842.48247,HONEYMOON CAFE INC
4621 N RACINE AVE,60640,"-10,844",10844.43052,FORTY SIX TWENTY ONE CORPORATION INCORPORATED
159 W 95TH ST,60628,"-10,846.38",10846.37857,TASTY CHICKEN & SALAD FOOD MART INC
1031 W WILSON AVE 1ST,60640,"-10,848.33",10848.32662,K REVELIS & V KANELOPOULUS
9500 S VANDERPOEL AVE 1ST,60643,"-10,850",10850.27467,COMPLUS INC
900 W VAN BUREN ST 1,60607,"-10,852",10852.22272,THEOHARIS COFFEE COMPANY LLC
5156 N BROADWAY  1ST,60640,"-10,854",10854.17077,"DIKUJE GROUP, INC."
5153 N CLARK ST  207,60640,"-10,856",10856.11882,COMPUTERWORKS OF CHICAGO INC
10618 S WESTERN AVE LL+1ST,60643,"-10,858",10858.06687,10618 S. WESTERN CORP.
5156 N BROADWAY  1ST,60640,"-10,860",10860.01492,"DIKUJE GROUP, INC."
1800 W 18TH ST 1 1,60608,"-10,861.96",10861.96297,Jazz Beautiful LLC
8943 S STONY ISLAND AVE 1,60617,"-10,863.91",10863.91102,anthony c henderson
5240 N CLARK ST 1ST,60640,"-10,866",10865.85907,SOUL JAM LIMITED
2241 N KNOX AVE,60639,"-10,867.81",10867.80712,"E. GORNELL & SONS, LLC"
1061 W ARGYLE ST 1ST,60640,"-10,870",10869.75518,"DOUBLE HAPPINESS ENTERPRISES, INC."
2604 W DEVON AVE,60659,"-10,872",10871.70323,SFZ INC
1723 E 71ST ST,60649,"-10,874",10873.65128,CLOSE IN WEAPONS SPECIALIST LLC
311-319 N MORGAN ST,60607,"-10,876",10875.59933,ACE GROUP CHICAGO LLC
311-319 N MORGAN ST,60607,"-10,877.55",10877.54738,ACE GROUP CHICAGO LLC
311-319 N MORGAN ST,60607,"-10,879.50",10879.49543,ACE GROUP CHICAGO LLC
3831 N ELSTON AVE 1ST,60618,"-10,881",10881.44348,TIPTON ONE HOUR CLEANERS INC.
6239 W TOUHY AVE 1 ST,60646,"-10,883",10883.39153,Xuan N Dinh
420 N WABASH AVE  401,60611,"-10,885.34",10885.33958,GFK US MRI LLC
1433 W BELMONT AVE 1,60657,"-10,887.29",10887.28763,"Konbini and Kanpai Belmont, LLC"
1309 E 57TH ST,60637,"-10,889",10889.23568,HAIR DESIGN INTERNATIONAL LIMITED
3627 W LAWRENCE AVE 1,60625,"-10,891",10891.18373,D F WIRELESS - CHICAGO INC.
337 S SACRAMENTO BLVD 1ST,60612,"-10,893",10893.13178,JOE WILLIE'S SEA FOOD INC.
311-319 N MORGAN ST,60607,"-10,895.08",10895.07983,ACE GROUP CHICAGO LLC
311-319 N MORGAN ST,60607,"-10,897",10897.02788,ACE GROUP CHICAGO LLC
4925 N BROADWAY    C,60640,"-10,899",10898.97593,"QMH ENTERPRISES, INC."
4100 S ASHLAND AVE OUTDOOR 1060,60609,"-10,900.92",10900.92398,DAVID JAIME CASTILLO
3643 W IRVING PARK RD 2ND FRONT,60618,"-10,902.87",10902.87203,"I.B.N. UNITED TRAVEL & IMPORT, INC."
336 S DEARBORN ST,60604,"-10,904.82",10904.82008,"Harrys Food, Inc."
4917 N BROADWAY   1ST,60640,"-10,907",10906.76813,"QMH ENTERPRISES, INC."
4619 N BROADWAY,60640,"-10,908.72",10908.71619,UPTOWN UNITED
311-319 N MORGAN ST,60607,"-10,910.66",10910.66424,ACE GROUP CHICAGO LLC
4546 N MAGNOLIA AVE,60640,"-10,913",10912.61229,XIU ZHEN LEI
5325 N SHERIDAN RD,60640,"-10,915",10914.56034,"AB4U, INC."
4100 S ASHLAND AVE OUTDOOR 105,60609,"-10,917",10916.50839,ERIC RODRIGUEZ
4513 N SHERIDAN RD,60640,"-10,918.46",10918.45644,HANH SUONG NGUYEN
850 E 63RD ST,60637,"-10,920.40",10920.40449,"63RD AND DREXEL MOBIL, L.L.C."
311-319 N MORGAN ST,60607,"-10,922.35",10922.35254,ACE GROUP CHICAGO LLC
1433 W BELMONT AVE 1,60657,"-10,924.30",10924.30059,"Konbini and Kanpai Belmont, LLC"
311-319 N MORGAN ST,60607,"-10,926.25",10926.24864,ACE GROUP CHICAGO LLC
850 E 63RD ST,60637,"-10,928.20",10928.19669,"63RD AND DREXEL MOBIL, L.L.C."
4866-4872 N CLARK ST 1ST THRU 4TH,60640,"-10,930.14",10930.14474,"4858-70 N. CLARK STREET, LLC"
200 S WACKER DR 31 3100,60606,"-10,932.09",10932.09279,STEM GENERATION LLC
1016 - 1018 W ARGYLE ST 1ST + LL,60640,"-10,934",10934.04084,"CHINESE MUTUAL AID ASSOCIATION, INC."
8727 S STATE ST 1,60619,"-10,935.99",10935.98889,SHE CUTE SUITES LLC
4866-4872 N CLARK ST 1ST THRU 4TH,60640,"-10,937.94",10937.93694,"4858-70 N. CLARK STREET, LLC"
5438 N BROADWAY  1,60640,"-10,940",10939.88499,"PHOENIX BEAN, LLC"
2047 W BELMONT AVE 1ST 1,60618,"-10,942",10941.83304,OD WELLNESS INC.
1152 S WABASH AVE,60605,"-10,944",10943.78109,PMCAL LLC
1721 E 71ST ST,60649,"-10,946",10945.72914,CLOSE IN WEAPONS SPECIALIST LLC
1620 W LAWRENCE AVE 1ST,60640,"-10,947.68",10947.67719,LAWRENCE ASHLAND CURRENCY EXCH
3437 S HALSTED ST 1ST,60608,"-10,949.63",10949.62525,PLATINUM FADES BRIDGEPORT INC.
5523 N CLARK ST,60640,"-10,952",10951.5733,YUNG HEE LEE & TAE HEE LEE
5465 W CHICAGO AVE,60651,"-10,953.52",10953.52135,Life Is Work
4925 N BROADWAY    G,60640,"-10,955.47",10955.4694,"QMH ENTERPRISES, INC."
110 W SUPERIOR ST 8 802,60654,"-10,957.42",10957.41745,TAMARA GRUNER PHOTOGRAPHY LLC
4146 N KILPATRICK AVE,60641,"-10,959.37",10959.3655,SAMUEL GOMEZ
3025 N MILWAUKEE AVE 1,60618,"-10,961",10961.31355,"FASHION ONE, INC."
832 W RANDOLPH ST 1 & 2,60607,"-10,963",10963.2616,"BAR SIENA, LLC"
2042 W 95TH ST,60643,"-10,965.21",10965.20965,BEYOUTIFUL BEAUTY BAR LLC
5355 W DIVERSEY AVE 1ST,60639,"-10,967",10967.1577,"WIRELESS VISION, LLC"
3016 S HALSTED ST 1ST,60608,"-10,969.11",10969.10575,"WIRELESS VISION, LLC"
3927 W GRAND AVE,60651,"-10,971",10971.0538,M.O.M.M.A'S B.O.Y. LLC
5514 W BELMONT AVE,60641,"-10,973.00",10973.00185,POLAMER INC
3358 W LAWRENCE AVE 1ST,60625,"-10,975",10974.9499,"WIRELESS VISION, LLC"
3944-3946 N SHERIDAN RD 1,60613,"-10,976.90",10976.89795,MP BROTHERS OHM LLC
10117 S WESTERN AVE 1ST,60643,"-10,979",10978.846,THOMAS J GLASS
2400 W CERMAK RD 1ST,60608,"-10,980.79",10980.79405,"WIRELESS VISION, LLC"
439 E 50TH ST 1 1,60615,"-10,982.74",10982.7421,SUITE TOUCHES HOME SERVICES LLC
832 W RANDOLPH ST 1 & 2,60607,"-10,984.69",10984.69015,"BAR SIENA, LLC"
7336 S WINCHESTER AVE,60636,"-10,987",10986.6382,JR FLOORING CONTRACTOR INC.
6437 S DR MARTIN LUTHER KING JR DR,60637,"-10,989",10988.58626,LISA M CONEY
4100 S ASHLAND AVE OUTDOOR 1030,60609,"-10,990.53",10990.53431,MARIA TORRES
5823 S KEDZIE AVE 1,60629,"-10,992",10992.48236,"WIRELESS VISION, LLC"
3402 W FULLERTON AVE 1ST,60647,"-10,994.43",10994.43041,"KARAN 7, INC."
1300 N ASHLAND AVE 1ST 120,60622,"-10,996",10996.37846,"WIRELESS VISION, LLC"
6140 N MILWAUKEE AVE 1ST,60646,"-10,998.33",10998.32651,POLAMER INC
4559 S KEELER AVE 1ST,60632,"-11,000.27",11000.27456,JOSE JUAN TOLEDO
4611 N SHERIDAN RD,60640,"-11,002.22",11002.22261,"VOICE OF THE PEOPLE IN UPTOWN, INC."
12 S MICHIGAN AVE 1,60603,"-11,004.17",11004.17066,"FAIRGROUNDS 3, LLC"
1973 W LAWRENCE AVE,60640,"-11,006",11006.11871,"WIRELESS VISION, LLC"
2305 E 103RD ST 1ST,60617,"-11,008",11008.06676,NO PROBLEM CLEANING SERVICE INC.
1958 W IRVING PARK RD 1ST,60613,"-11,010",11010.01481,"WIRELESS VISION, LLC"
1945 N CICERO AVE 1ST,60639,"-11,011.96",11011.96286,"WIRELESS VISION, LLC"
832 W RANDOLPH ST 1 & 2,60607,"-11,013.91",11013.91091,"BAR SIENA, LLC"
4000 W FULLERTON AVE,60639,"-11,015.86",11015.85896,"WIRELESS VISION, LLC"
3352 W 26TH ST 1,60623,"-11,018",11017.80701,"WIRELESS VISION, LLC"
4900 N WESTERN AVE 1,60625,"-11,020",11019.75506,"WIRELESS VISION, LLC"
1765 N ELSTON AVE 2 207,60622,"-11,021.70",11021.70311,News Exposure LLC
6124 N MILWAUKEE AVE 1ST 2,60646,"-11,024",11023.65116,"UNITED DIAGNOSTIC SERVICES, LLC"
5316 S DORCHESTER AVE 3 316,60615,"-11,026",11025.59921,THE CHICAGO 7 WALKING TOURS LLC
11758 S LOOMIS ST,60643,"-11,027.55",11027.54726,"B D P MEDICAL BILLING SERVICES, INC"
1974 W LAWRENCE AVE,60640,"-11,029",11029.49532,"JESSICA JEWELRY CENTER, INC."
5317 N CLARK ST # 1ST,60640,"-11,031.44",11031.44337,"KOPI JALAN, INC."
2745-2747 N HARLEM AVE,60707,"-11,033.39",11033.39142,POLAMER INC
1809 W CHICAGO AVE 1,60622,"-11,035.34",11035.33947,"RUUM, INC."
4612 S KEDZIE AVE 1,60632,"-11,037",11037.28752,"WIRELESS VISION, LLC"
5521 N CLARK ST  1ST,60640,"-11,039.24",11039.23557,FELIX OCANA JR
4753 N SHERIDAN RD,60640,"-11,041",11041.18362,DEJI OLUWOLE JOHNSON
3402 W FULLERTON AVE 1ST,60647,"-11,043.13",11043.13167,"KARAN 7, INC."
4100 S ASHLAND AVE OUTDOOR 1050,60609,"-11,045.08",11045.07972,Candido Duenez
5894 S ARCHER AVE,60638,"-11,047",11047.02777,POLAMER INC
5317 N CLARK ST # 1ST,60640,"-11,049",11048.97582,"KOPI JALAN, INC."
1550 W CHICAGO AVE 1ST,60642,"-11,050.92",11050.92387,"WIRELESS VISION, LLC"
4309 S ASHLAND AVE 1ST,60609,"-11,052.87",11052.87192,"WIRELESS VISION, LLC"
7444 N WESTERN AVE,60645,"-11,055",11054.81997,Chanee Nails Spa
3925 W MONTROSE AVE 1 ST.,60618,"-11,057",11056.76802,8looocky Corp
1000 E 76TH ST,60619,"-11,059",11058.71607,"A POLISHED WORK, INC."
6323 W BELMONT AVE 1,60634,"-11,060.66",11060.66412,MARIA GLORIA TOVAR
4001 W MONTROSE AVE 1,60641,"-11,062.61",11062.61217,"WIRELESS VISION, LLC"
5220-5222 N CLARK ST 1,60640,"-11,064.56",11064.56022,"VISIONARY EYE CARE PROFESSIONALS, INC."
6100 S BLACKSTONE AVE,60637,"-11,066.51",11066.50827,THE EXPERIMENTAL STATION: 6100 BLACKSTONE
6836-6850 S SOUTH CHICAGO AVE,60637,"-11,068",11068.45632,"JONES & CLEARY ROOFING CO, INC."
336 S HALSTED ST,60661,"-11,070.40",11070.40438,LADYBUG MDL VAN BUREN 4 LLC
500 W MADISON ST 17 1700,60661,"-11,072",11072.35243,Fiducient Advisors LLC
1 E ERIE ST 5 525,60611,"-11,074.30",11074.30048,ABIMAEL GALVAN
6207 N RAVENSWOOD AVE 1,60660,"-11,076.25",11076.24853,BlossomLily LLC
201-209 E 75TH ST 1ST,60619,"-11,078.20",11078.19658,"OSV, LLLP"
3657 S HAMILTON AVE 1 1R,60609,"-11,080",11080.14463,MARCO  V. CORDOVA  PEREZ
3218 W 55TH ST 1ST,60632,"-11,082.09",11082.09268,"GOMEZ ENTERPRISES & TAX SERVICE,INC."
5538 S KENWOOD AVE,60637,"-11,084.04",11084.04073,PRACTICA GROUP LLC
401 N MICHIGAN AVE  2500,60611,"-11,086",11085.98878,COSMEDENT INC
6836-6850 S SOUTH CHICAGO AVE,60637,"-11,087.94",11087.93683,"JONES & CLEARY ROOFING CO, INC."
1807 W DIVISION ST,60622,"-11,090",11089.88488,Body High Fitness LLC
181 W MADISON ST 1ST 125,60602,"-11,092",11091.83293,"VISIONARY EYE CARE PROFESSIONALS, INC."
4100 S ASHLAND AVE OUTDOOR 1050,60609,"-11,093.78",11093.78098,Gloria Duarte
730 W RANDOLPH ST GROUND,60661,"-11,096",11095.72903,PVOLVE LLC
1 E ERIE ST  525 -2317,60611,"-11,097.68",11097.67708,"Going For Wealth, LLC"
1759 W OLIVE AVE,60660,"-11,100",11099.62513,Burwell Balance LLC
2100-2106 E 71ST ST,60612,"-11,101.57",11101.57318,mama africas marketplace llc
300 E OHIO ST 1,60611,"-11,103.52",11103.52123,HILTON RESORTS CORPORATION
5546 N MILWAUKEE AVE 1,60630,"-11,105.47",11105.46928,Mobile Star Inc.
5644 N CLARK ST 1ST,60660,"-11,107.42",11107.41733,BUCI INC.
5305 S HYDE PARK BLVD,60615,"-11,109.37",11109.36539,"Velvet Thoughts, LLC"
443 E ILLINOIS ST LL-1ST,60611,"-11,111.31",11111.31344,"KEY CONNECTIONS CLUB, L.L.C."
600 N LAKE SHORE DR 38 3808,60611,"-11,113",11113.26149,"Ragha Systems,LLC"
4834 N SHERIDAN RD 1,60640,"-11,115.21",11115.20954,"MEDTEC HEALTHCARE & PRIVATE DUTY, LLC"
443 E ILLINOIS ST LL-1ST,60611,"-11,117",11117.15759,"KEY CONNECTIONS CLUB, L.L.C."
8229 S DR MARTIN LUTHER KING JR DR 1 1E,60619,"-11,119",11119.10564,Wallock international group LLC
5222 N CLARK ST 1ST,60640,"-11,121",11121.05369,"VISIONARY EYE CARE PROFESSIONALS, INC."
443 E ILLINOIS ST LL-1ST,60611,"-11,123.00",11123.00174,"KEY CONNECTIONS CLUB, L.L.C."
4800 S CHICAGO BEACH DR 26 2609 SOUTH,60615,"-11,125",11124.94979,JBlendz Communications LLC
4100 S ASHLAND AVE OUTDOOR 1050,60609,"-11,127",11126.89784,Maria Marquez
150 S WACKER DR 30 3050,60606,"-11,129",11128.84589,Bartlett & Co. Wealth Management LLC
4631 N BROADWAY,60640,"-11,131",11130.79394,"ELIM TRADING CO., INC."
1522 N WESTERN AVE 1ST,60622,"-11,133",11132.74199,"ESTHETICHAUS, LLC"
801-813 N CICERO AVE 1ST,60651,"-11,134.69",11134.69004,"CHICAGO AVE MARATHON, INC."
1500 N HALSTED ST 2,60642,"-11,137",11136.63809,Amenra Richardson
5307 S HYDE PARK BLVD 12 1206,60615,"-11,138.59",11138.58614,yah signature llc
10932 S WESTERN AVE 1ST,60643,"-11,141",11140.53419,"LOPEZ FOOD SERVICES, LLC"
4100 S ASHLAND AVE OUTDOOR 1050,60609,"-11,142.48",11142.48224,HUMBERTO RAMIREZ ZARATE
3348 N MILWAUKEE AVE 1ST,60641,"-11,144.43",11144.43029,CITY PET LOVERS INC
6969 N CLARK ST,60626,"-11,146.38",11146.37834,CHICAGO NAIL PRO LLC
2141 N WESTERN AVE  1F,60647,"-11,148",11148.32639,SARAH DEHEBREARD
1435 W ALBION AVE GARDEN UNIT,60626,"-11,150.27",11150.27445,"CHENITA HEART COSMETICS, LLC"
2650 W DIVISION ST,60622,"-11,152.22",11152.2225,DAINTY DIAPER LLC
3434 W IRVING PARK RD,60618,"-11,154",11154.17055,Him & Her Vintage LLC
1122 N DEARBORN ST 21 G,60610,"-11,156",11156.1186,"ARTISTS, EVENTS & ENTERTAINMENT INC."
801-813 N CICERO AVE 1ST,60651,"-11,158",11158.06665,"CHICAGO AVE MARATHON, INC."
1750 W BALMORAL AVE 1ST,60640,"-11,160",11160.0147,LORI ANN PETRUSHKEVICH
3010 E 88TH ST 1 1,60617,"-11,161.96",11161.96275,CAROLENE LAVIGNE
2703 N HALSTED ST 1,60614,"-11,164",11163.9108,Invisionit LR Inc
921 W DIVERSEY PKWY 4 4,60614,"-11,166",11165.85885,"SAGE THEORY GIFTS, LLC"
5017 N MOZART ST,60625,"-11,167.81",11167.8069,DAVID EIDENBERG
4100 S ASHLAND AVE OUTDOOR 1050,60609,"-11,169.75",11169.75495,CATALINA GUERRA
5938-5940 N BROADWAY  1ST,60660,"-11,172",11171.703,EDGEWATER C&C INC.
135 S LA SALLE ST FIRST FLOOR 160,60603,"-11,173.65",11173.65105,Killerspinville LLC
4100 S ASHLAND AVE OUTDOOR 930,60609,"-11,175.60",11175.5991,ALFONSO PALOMINO
1655 S BLUE ISLAND AVE 3 409,60608,"-11,178",11177.54715,A&K Ray Enterprise LLC
1121 S MAYFIELD AVE,60644,"-11,179.50",11179.4952,Everything's Just unique LLC
4100 S ASHLAND AVE 1ST OUT/INDOOR,60609,"-11,181",11181.44325,AVINA BLAS
7601 S KOSTNER AVE 2 230,60652,"-11,183.39",11183.3913,ALL PRO TRUCK DRIVING SCHOOL LLC
3616 S SACRAMENTO AVE 1ST,60632,"-11,185",11185.33935,SILVIA'S CLEANING SERVICES INC.
1645 S BLUE ISLAND AVE 1ST FLOOR,60608,"-11,187",11187.2874,"WE PRINT DEPOT, INC."
2201 W 95TH ST 1ST,60643,"-11,189",11189.23546,ANDRIANA FURS ON 95TH ST INC
3140 W 111TH ST,60655,"-11,191.18",11191.18351,"CHICAGO'S BEAUTY BOUTIQUE, LLC"
10934-10936 S WESTERN AVE 1,60643,"-11,193.13",11193.13156,EMMETT'S INC.
4000 W MONTROSE AVE  863,60641,"-11,195.08",11195.07961,STRIVUP CONSULTING GROUP LLC
360 N MICHIGAN AVE GROUND,60601,"-11,197",11197.02766,SMASHBURGER ACQUISITION - CHICAGO LLC
4309 N KEELER AVE  2W,60641,"-11,198.98",11198.97571,Familiar Folia LLC
5316 N CLARK ST 1,60640,"-11,200.92",11200.92376,5316 CLARK FOOD AND BEVERAGE LLC
1508-1512 W BERWYN AVE,60640,"-11,202.87",11202.87181,"PIZZA SWEDE, INCORPORATED"
2507 W AUGUSTA BLVD 1 F,60622,"-11,205",11204.81986,Sean McClure
1576 N MILWAUKEE AVE 1,60622,"-11,206.77",11206.76791,"FOXTROT VENTURES, INCORPORATED"
2834 W FULLERTON AVE 1ST,60647,"-11,208.72",11208.71596,YOHEL SANJURJO
5316 N CLARK ST 1,60640,"-11,211",11210.66401,5316 CLARK FOOD AND BEVERAGE LLC
415 E 71ST ST 1,60619,"-11,213",11212.61206,LUXURY STYLZ AND KUTZ LLC
4156 W CERMAK RD,60623,"-11,215",11214.56011,"2 BROTHERS FOOD MART, INC."
4320 W MONTROSE AVE,60641,"-11,216.51",11216.50816,"Medical Transportation Management, Inc."
6657 N CLARK ST 1,60626,"-11,218",11218.45621,MARIA ELENA MUNIVE
1508-1512 W BERWYN AVE,60640,"-11,220.40",11220.40426,"PIZZA SWEDE, INCORPORATED"
1229 E 74TH ST,60619,"-11,222",11222.35231,"JM INDUSTRIES, LLC"
10934-10936 S WESTERN AVE 1,60643,"-11,224",11224.30036,EMMETT'S INC.
1738 W 119TH ST 1ST A-7,60643,"-11,226",11226.24841,THUY T. NGUYEN
5334 N WAYNE AVE,60640,"-11,228",11228.19646,"AREGONI INTERNATIONAL, LLC"
401 N MICHIGAN AVE 12 1200,60611,"-11,230",11230.14452,Pinnacle Yachts LLC
1478 W BERWYN AVE 1ST,60640,"-11,232",11232.09257,ILOILO CUSTOM FRAMING INC
10834 S DOTY AVE 1,60628,"-11,234.04",11234.04062,THUY T. NGUYEN
7538 W ADDISON ST,60634,"-11,236",11235.98867,S Grochowska Insurance and Financial Services Inc.
2857 S KEDVALE AVE,60623,"-11,237.94",11237.93672,TERESITA'S GROCERY INC.
3411 W NORTH AVE 1,60647,"-11,240",11239.88477,"DARK WOOD DRAMA, LLC"
6465 N AVONDALE AVE  205,60631,"-11,241.83",11241.83282,J Reeder Enterprises Inc
8753 S GREENWOOD AVE,60619,"-11,243.78",11243.78087,"Medical Transportation Management, Inc."
1429 W CHICAGO AVE,60642,"-11,246",11245.72892,Urban Source Design LLC
2150 W 95TH ST  1,60643,"-11,247.68",11247.67697,VEOLA JAMES
220 N GREEN ST,60607,"-11,250",11249.62502,"EMA Management Services Group, Inc."
801 S FINANCIAL PL 2804,60605,"-11,252",11251.57307,"WEST CONSULTING & MANAGEMENT, LLC"
5316 N CLARK ST 1,60640,"-11,253.52",11253.52112,5316 CLARK FOOD AND BEVERAGE LLC
3238 W 64TH ST,60629,"-11,255",11255.46917,Heidy Mercedes Mendez-Grimaldo
3278 N MILWAUKEE AVE 1ST,60618,"-11,257",11257.41722,XKB CORPORATION
2200 S PULASKI RD,60623,"-11,259.37",11259.36527,"GRABIT LAUNDROMAT, INC."
439 S DEARBORN ST 1ST,60605,"-11,261",11261.31332,HERO COFFEE VENTURES LLC
847 N MILWAUKEE AVE 1ST 103,60642,"-11,263",11263.26137,EUN S. YOUN
12205 S CARPENTER ST 1ST,60643,"-11,265.21",11265.20942,WILLIAM H. BRAGG IV
1031-1041 W ADDISON ST 1,60613,"-11,267.16",11267.15747,"HIGHLAND PARK CVS, L.L.C."
2705 S ARCHER AVE 1/F & 2/F,60608,"-11,269",11269.10553,SMART LEARNING EDUCATION CENTER LLC
313 W WOLF POINT PLZ 1,60606,"-11,271",11271.05358,"BLUE BOTTLE COFFEE, INC."
22 E JACKSON BLVD,60604,"-11,273",11273.00163,HERO COFFEE VENTURES LLC
